Datetime,CH2,CH3,T1,T2,T3,T4,T5,T6,T7,T8,T9
03-Aug-2023 14:23:02,0.000296,0.000174,20.3137283325195,19.7111396789551,24.3830242156982,19.6479682922363,19.0273971557617,19.1425933837891,24.1438694000244,19.7668800354004,19.5959453582764
03-Aug-2023 14:23:07,0.000296,0.000174,20.3140029907227,19.7002639770508,24.3722534179688,19.6259441375732,18.893892288208,19.1391487121582,24.1183815002441,19.7560043334961,19.5776348114014
03-Aug-2023 14:23:12,0.000296,0.000174,20.3141384124756,19.7004165649414,24.3834438323975,19.6260967254639,18.8197250366211,19.1318683624268,24.1774024963379,19.7561569213867,19.5926532745361
03-Aug-2023 14:23:17,0.000296,0.000174,20.3144149780273,19.6932754516602,24.3763732910156,19.618953704834,18.7494106292725,19.139591217041,24.2034454345703,19.7601623535156,19.6040916442871
03-Aug-2023 14:23:22,0.000296,0.000174,20.3145523071289,19.7082557678223,24.3433723449707,19.6413669586182,18.7123680114746,19.1434230804443,24.2145977020264,19.771427154541,19.5930595397949
03-Aug-2023 14:23:27,0.000296,0.000172,20.3145523071289,19.7008228302002,24.2955436706543,19.6450824737549,18.7346611022949,19.1434230804443,24.1778049468994,19.7602806091309,19.5558986663818
03-Aug-2023 14:23:32,0.000296,0.000172,20.314826965332,19.697395324707,24.3289413452148,19.6267890930176,18.7089385986328,19.1362800598145,24.1486549377441,19.7531356811523,19.5376071929932
03-Aug-2023 14:23:37,0.000296,0.000172,20.314962387085,19.7012634277344,24.3769245147705,19.6343765258789,18.75368309021,19.1401481628418,24.1377716064453,19.753288269043,19.5340442657471
03-Aug-2023 14:23:42,0.000294,0.000172,20.3150997161865,19.6976642608643,24.3292083740234,19.6270599365234,18.7017765045166,19.1402645111084,24.1452445983887,19.7571182250977,19.5713195800781
03-Aug-2023 14:23:47,0.000294,0.000172,20.3152370452881,19.705249786377,24.2888889312744,19.6420783996582,18.6796340942383,19.1367034912109,24.1821899414063,19.7535591125488,19.5417461395264
03-Aug-2023 14:23:52,0.000294,0.000172,20.3153762817383,19.7053661346436,24.3589115142822,19.6421928405762,18.6946144104004,19.144250869751,24.1823043823242,19.7499580383301,19.5047016143799
03-Aug-2023 14:23:57,0.000294,0.000172,20.3156509399414,19.6944885253906,24.2855930328369,19.6387481689453,18.668872833252,19.1296577453613,24.1531372070313,19.7465133666992,19.4678115844727
03-Aug-2023 14:24:02,0.000294,0.000172,20.3157863616943,19.6909484863281,24.1643466949463,19.6091957092285,18.6318855285645,19.1223983764648,24.1680278778076,19.735538482666,19.4977149963379
03-Aug-2023 14:24:07,0.000294,0.000171,20.3159236907959,19.6873645782471,24.2159900665283,19.6241912841797,18.5874290466309,19.1262493133545,24.2049522399902,19.7356739044189,19.4904174804688
03-Aug-2023 14:24:12,0.000294,0.000171,20.3160610198975,19.6912174224854,24.2198028564453,19.6206130981445,18.6321563720703,19.1301002502441,24.1903686523438,19.7543869018555,19.5202808380127
03-Aug-2023 14:24:17,0.000294,0.000171,20.3160610198975,19.6763534545898,24.2455596923828,19.6168956756592,18.6433029174805,19.1226673126221,24.1425399780273,19.7320919036865,19.6020317077637
03-Aug-2023 14:24:22,0.000291,0.000171,20.3163356781006,19.6952018737793,24.2679004669189,19.6171646118164,18.587833404541,19.1192207336426,24.2200698852539,19.7323608398438,19.5577087402344
03-Aug-2023 14:24:27,0.000291,0.000171,20.3163356781006,19.6877689361572,24.1795978546143,19.6171646118164,18.6138458251953,19.1340847015381,24.2752590179443,19.7435092926025,19.5093994140625
03-Aug-2023 14:24:32,0.000291,0.000171,20.3163356781006,19.6803359985352,24.1979942321777,19.6023025512695,18.5915489196777,19.1155052185059,24.2568626403809,19.7249298095703,19.4759578704834
03-Aug-2023 14:24:37,0.000291,0.000171,20.3164730072021,19.6804695129395,24.2312393188477,19.5875701904297,18.6028308868408,19.1230697631836,24.2643547058105,19.732494354248,19.4835224151611
03-Aug-2023 14:24:42,0.000291,0.000171,20.3164730072021,19.6841869354248,24.2901096343994,19.6061515808105,18.6362762451172,19.1305027008057,24.1282196044922,19.7287788391113,19.4835224151611
03-Aug-2023 14:24:47,0.000291,0.000169,20.3164730072021,19.6916198730469,24.3342590332031,19.6284465789795,18.6734352111816,19.1342182159424,24.1282196044922,19.7399253845215,19.4909553527832
03-Aug-2023 14:24:52,0.000291,0.000169,20.3166103363037,19.6880378723145,24.3822250366211,19.621150970459,18.5732383728027,19.1232070922852,24.1136360168457,19.7326316833496,19.4390659332275
03-Aug-2023 14:24:57,0.000291,0.000169,20.3167476654053,19.6881732940674,24.4338684082031,19.6435813903809,18.6625556945801,19.1307754516602,24.1505641937256,19.7327651977539,19.4726448059082
03-Aug-2023 14:25:02,0.000288,0.000169,20.3167476654053,19.6807422637939,24.4853801727295,19.6250019073486,18.7257289886475,19.1344890594482,24.2020740509033,19.7364807128906,19.4875106811523
03-Aug-2023 14:25:07,0.000288,0.000169,20.3167476654053,19.6881732940674,24.4743423461914,19.6250019073486,18.6997165679932,19.1233425140381,24.157922744751,19.7290496826172,19.5618305206299
03-Aug-2023 14:25:12,0.000288,0.000169,20.3167476654053,19.6807422637939,24.4522666931152,19.6212844848633,18.7145805358887,19.1233425140381,24.1358451843262,19.7290496826172,19.5395336151123
03-Aug-2023 14:25:17,0.000288,0.000169,20.3167476654053,19.684455871582,24.4890594482422,19.6138534545898,18.6885681152344,19.1233425140381,24.1726379394531,19.7216167449951,19.5209541320801
03-Aug-2023 14:25:22,0.000288,0.000169,20.3167476654053,19.6733093261719,24.4485874176025,19.6101379394531,18.7517414093018,19.1270561218262,24.1505641937256,19.7216167449951,19.5172386169434
